1.687000,1.853000,0.979000,0.683000,0.367000
3.487000,2.449000,0.908000,0.545000,0.433000
4.069000,5.339000,3.588000,0.871000,0.414000
5.451000,1.661000,0.977000,0.617000,0.438000
1.350000,1.325000,0.882000,0.457000,0.355000
1.209000,1.262000,0.905000,0.649000,0.358000
0.540000,1.138000,0.936000,0.576000,0.440000
0.864000,1.391000,0.898000,0.437000,0.369000
0.872000,1.170000,1.200000,0.677000,0.472000
1.493000,0.964000,0.686000,0.533000,0.360000
1.691000,0.871000,1.077000,0.564000,0.490000
0.959000,1.000000,0.548000,0.565000,0.354000
1.684000,0.866000,0.362000,0.510000,0.373000
1.901000,1.359000,1.118000,0.470000,0.480000
1.762000,0.977000,1.101000,0.656000,0.425000
1.211000,0.632000,0.836000,0.484000,0.410000
1.106000,1.393000,0.859000,0.588000,0.362000
0.781000,1.241000,0.806000,0.399000,0.348000
0.941000,0.823000,0.851000,0.465000,0.472000
2.162000,1.206000,1.003000,0.543000,0.510000
1.496000,1.186000,0.963000,0.574000,0.379000
1.159000,1.294000,0.684000,0.499000,0.349000
1.180000,4.722000,2.371000,0.651000,0.386000
1.605000,1.646000,0.843000,0.417000,0.351000
1.073000,1.275000,0.896000,0.564000,0.361000
1.818000,0.967000,0.825000,0.469000,0.440000
1.823000,1.535000,0.989000,0.556000,0.387000
1.108000,0.852000,0.700000,0.569000,0.387000
1.108000,0.779000,0.613000,0.485000,0.394000
1.157000,0.839000,0.578000,0.491000,0.509000
1.339000,1.426000,0.801000,0.500000,0.413000
1.166000,0.770000,0.823000,0.585000,0.326000
1.658000,0.990000,0.910000,0.398000,0.420000
1.509000,0.946000,0.836000,0.453000,0.390000
1.239000,1.466000,1.150000,0.492000,0.544000
0.919000,0.871000,0.756000,0.544000,0.448000
1.567000,1.358000,1.000000,0.643000,0.487000
1.771000,0.942000,0.728000,0.475000,0.453000
1.382000,1.356000,1.060000,0.600000,0.449000
2.134000,1.015000,0.517000,0.577000,0.367000
0.991000,1.452000,0.661000,0.500000,0.322000
1.275000,0.973000,0.702000,0.457000,0.342000
1.198000,1.757000,1.467000,0.585000,0.413000
2.168000,1.036000,0.621000,0.557000,0.454000
0.771000,0.996000,0.701000,0.564000,0.372000
1.189000,0.843000,0.956000,0.580000,0.512000
0.828000,0.522000,0.821000,0.560000,0.392000
0.835000,0.792000,0.840000,0.480000,0.395000
0.691000,1.305000,0.867000,0.583000,0.520000
0.734000,0.832000,0.543000,0.484000,0.325000
1.438000,0.857000,0.684000,0.583000,0.446000
1.143000,1.126000,0.642000,0.535000,0.338000
0.955000,0.779000,0.558000,0.562000,0.401000
1.101000,1.186000,1.290000,0.493000,0.356000
1.186000,0.980000,0.959000,0.537000,0.333000
0.911000,0.693000,0.791000,0.455000,0.480000
0.719000,0.949000,0.795000,0.540000,0.402000
0.910000,0.859000,0.745000,0.497000,0.319000
1.013000,0.874000,0.741000,0.472000,0.494000
1.897000,0.766000,0.598000,0.545000,0.455000
0.972000,0.664000,0.590000,0.498000,0.341000
1.158000,1.110000,0.662000,0.537000,0.385000
1.230000,2.979000,1.857000,0.548000,0.329000
1.939000,1.735000,0.860000,0.441000,0.480000
1.079000,0.969000,0.779000,0.505000,0.388000
0.965000,0.618000,0.322000,0.484000,0.466000
1.803000,1.180000,0.921000,0.504000,0.364000
0.964000,0.641000,0.585000,0.583000,0.380000
1.139000,0.709000,0.817000,0.524000,0.395000
0.816000,0.442000,0.344000,0.495000,0.465000
1.018000,1.098000,0.883000,0.542000,0.321000
0.703000,0.780000,0.653000,0.535000,0.365000
1.523000,0.809000,1.000000,0.353000,0.324000
1.453000,0.753000,0.785000,0.552000,0.406000
0.739000,1.119000,0.731000,0.503000,0.476000
0.657000,0.716000,0.449000,0.542000,0.478000
0.964000,0.852000,0.934000,0.567000,0.388000
1.483000,1.064000,0.484000,0.394000,0.385000
1.246000,1.043000,0.721000,0.516000,0.433000
2.192000,1.091000,0.520000,0.529000,0.396000
1.264000,1.248000,0.598000,0.486000,0.367000
1.675000,1.047000,0.749000,0.506000,0.372000
1.398000,1.525000,1.209000,0.501000,0.442000
1.640000,0.994000,0.463000,0.478000,0.444000
0.497000,0.919000,0.700000,0.520000,0.349000
1.181000,0.887000,0.653000,0.427000,0.455000
0.365000,0.533000,0.561000,0.507000,0.382000
0.620000,0.664000,0.727000,0.480000,0.410000
1.019000,1.173000,0.928000,0.530000,0.505000
0.897000,0.756000,0.593000,0.429000,0.325000
